Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,-9999
1744,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,27-017,1996,24.0,861,691,852,11,0,0,861,0,0,,0,,391,2633,1427,0,1,0,4,0,310,0,Matches,c1d95617
1745,Martín Montoya,es ESP,DF,Betis,es La Liga,31-329,1991,2.0,131,9,45,66,20,1,131,0,0,,0,,66,206,102,1,0,0,3,1,81,5,Matches,5cec2487
1746,Kieffer Moore,wls WAL,FW,Bournemouth,eng Premier League,30-213,1992,12.4,449,29,48,257,145,41,449,11,1,9.1,6,54.5,224,860,268,10,8,2,38,30,346,44,Matches,01ce9e70
1747,Andrew Moran,ie IRL,FW,Brighton,eng Premier League,19-145,2003,0.1,6,0,0,5,1,0,6,0,0,,0,,3,2,1,0,0,0,2,0,3,1,Matches,c4720845
1748,Álvaro Morata,es ESP,FW,Atlético Madrid,es La Liga,30-137,1992,14.4,453,22,53,212,195,66,453,24,13,54.2,9,37.5,270,1532,633,21,11,11,38,18,369,65,Matches,129af0db
1749,Jon Morcillo,es ESP,FWMF,Athletic Club,es La Liga,24-175,1998,0.8,51,0,9,13,30,3,51,5,3,60.0,0,0.0,37,332,198,6,6,1,0,2,38,15,Matches,b7d7f3bf
1750,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,30-247,1992,9.2,561,20,165,196,203,13,561,11,4,36.4,5,45.5,297,1563,827,21,20,2,10,2,336,51,Matches,11b9265b
1751,Álex Moreno,es ESP,DF,Aston Villa,eng Premier League,29-274,1993,4.7,330,18,108,130,95,16,330,18,7,38.9,8,44.4,161,783,386,11,6,4,13,8,194,37,Matches,16e9d0ea
1752,Álex Moreno,es ESP,DF,Betis,es La Liga,29-274,1993,15.0,883,59,291,365,237,36,883,40,14,35.0,21,52.5,401,2628,1496,49,36,12,28,6,465,76,Matches,16e9d0ea
1753,Diego Moreno,es ESP,DF,Osasuna,es La Liga,21-261,2001,5.9,324,22,104,151,71,7,324,8,3,37.5,5,62.5,148,694,303,7,4,2,7,3,153,17,Matches,a21417e2
1754,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,30-336,1992,10.5,450,15,34,201,225,55,448,33,15,45.5,15,45.5,281,1388,564,15,16,10,27,16,355,84,Matches,81f0781e
1755,Marlos Moreno,co COL,MFDF,Troyes,fr Ligue 1,26-170,1996,0.1,8,0,4,3,1,0,8,1,0,0.0,0,0.0,5,30,0,0,0,0,0,2,5,0,Matches,8499c713
1756,Tete Morente,es ESP,MFDF,Elche,es La Liga,26-095,1996,10.5,483,23,89,189,211,17,483,28,9,32.1,19,67.9,275,1550,680,23,15,7,22,10,312,65,Matches,004d185e
1757,Ilaix Moriba,gn GUI,MF,Valencia,es La Liga,20-049,2003,8.2,450,14,89,234,132,14,450,22,9,40.9,8,36.4,276,1409,657,12,8,2,21,9,315,19,Matches,f4c69aa6
1758,Manu Morlanes,es ESP,MF,Villarreal,es La Liga,24-056,1999,1.8,60,5,15,34,11,0,60,0,0,,0,,31,127,49,1,1,0,0,1,36,1,Matches,a0255c67
1759,Manu Morlanes,es ESP,MFDF,Mallorca,es La Liga,24-056,1999,0.3,24,2,4,13,7,0,24,0,0,,0,,12,44,20,1,0,0,0,0,15,1,Matches,a0255c67
1760,Nikola Moro,hr CRO,MF,Bologna,it Serie A,24-362,1998,6.0,399,17,97,234,73,8,399,7,7,100.0,0,0.0,200,807,377,8,4,1,6,1,252,19,Matches,ff579c7e
1761,Loren Morón,es ESP,FW,Betis,es La Liga,29-069,1993,0.2,11,1,2,5,4,0,11,0,0,,0,,4,8,0,0,0,0,2,0,6,0,Matches,3aa4a3be
1762,Cristhian Mosquera,co COL,DF,Valencia,es La Liga,18-255,2004,1.6,81,11,46,26,9,2,81,0,0,,0,,38,180,61,0,1,0,2,0,38,1,Matches,dc1ce4f5
1763,Dany Mota,pt POR,FWMF,Monza,it Serie A,24-311,1998,12.7,505,16,40,225,242,57,505,38,16,42.1,16,42.1,312,2205,877,41,21,16,50,25,381,99,Matches,efc9e31f
1764,Lebo Mothiba,za RSA,FWMF,Strasbourg,fr Ligue 1,27-040,1996,3.0,99,4,10,45,45,6,99,7,2,28.6,3,42.9,70,407,144,5,2,1,7,4,73,19,Matches,3eaf8817
1765,Youssoufa Moukoko,de GER,FW,Dortmund,de Bundesliga,18-109,2004,10.5,284,1,21,119,149,50,284,33,11,33.3,20,60.6,163,907,323,6,5,4,26,17,173,49,Matches,6ce43701
1766,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,28-161,1994,7.0,266,16,34,122,114,37,265,10,5,50.0,4,40.0,150,809,331,12,6,4,24,11,202,25,Matches,19ba6c6d
1767,Mason Mount,eng ENG,MFFW,Chelsea,eng Premier League,24-058,1999,18.1,959,18,109,411,450,56,959,32,15,46.9,14,43.8,522,2708,1393,47,33,11,38,26,666,113,Matches,9674002f
1768,Lucas Moura,br BRA,MFDF,Tottenham,eng Premier League,30-208,1992,1.3,83,0,12,31,41,6,83,8,3,37.5,5,62.5,45,280,110,3,3,1,4,3,57,10,Matches,2b622f01
1769,Bevic Moussiti-Oko,cg CGO,FW,Ajaccio,fr Ligue 1,28-040,1995,7.8,261,11,23,119,122,37,261,26,13,50.0,13,50.0,159,996,316,10,8,6,25,11,190,45,Matches,71d10572
1770,João Moutinho,pt POR,MF,Wolves,eng Premier League,36-182,1986,17.4,1056,37,211,570,282,12,1056,10,6,60.0,4,40.0,524,2058,1065,14,19,0,13,5,662,25,Matches,f5a00fa4
1771,João Moutinho,pt POR,DFFW,Spezia,it Serie A,25-056,1998,0.6,51,3,11,20,20,0,51,0,0,,0,,18,55,20,0,1,0,0,0,24,2,Matches,a0aee24e
1772,Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,26-209,1996,16.5,899,31,181,566,160,20,899,18,9,50.0,7,38.9,621,3207,1548,20,15,1,15,7,602,30,Matches,af0c835b
1773,Divin Mubama,eng ENG,FW,West Ham,eng Premier League,18-135,2004,0.0,1,0,0,1,0,0,1,0,0,,0,,1,9,2,0,0,0,0,0,1,0,Matches,92868cb5
1774,Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,22-063,2001,2.0,102,1,17,34,52,9,102,11,2,18.2,8,72.7,62,403,175,5,3,2,7,4,68,12,Matches,049a888d
1775,Nordi Mukiele,fr FRA,DF,Paris S-G,fr Ligue 1,25-128,1997,12.6,801,50,237,385,190,29,801,24,6,25.0,12,50.0,585,3000,1370,18,10,3,12,12,549,61,Matches,ac73ec79
1776,Mert Müldür,tr TUR,DF,Sassuolo,it Serie A,23-340,1999,0.1,1,0,1,0,0,0,1,0,0,,0,,1,1,1,0,0,0,0,0,1,0,Matches,1295552e
1777,Florian Müller,de GER,GK,Stuttgart,de Bundesliga,25-116,1997,19.0,775,628,761,16,0,0,775,0,0,,0,,447,2237,1279,0,0,0,0,0,419,0,Matches,cbac6ec9
1778,Thomas Müller,de GER,FWMF,Bayern Munich,de Bundesliga,33-177,1989,11.0,617,10,55,233,329,78,617,8,4,50.0,4,50.0,358,1115,576,21,11,9,30,11,495,119,Matches,3c6089ab
1779,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,24-276,1998,3.1,177,13,84,91,5,3,177,4,2,50.0,2,50.0,130,665,308,3,2,0,0,3,120,1,Matches,5487adcd
1780,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,26-260,1996,18.5,795,39,156,426,228,52,795,30,14,46.7,12,40.0,504,2613,1170,22,13,2,34,10,472,42,Matches,2acf0cd7
1781,Iker Muniain,es ESP,MFFW,Athletic Club,es La Liga,30-080,1992,14.0,935,5,71,453,421,28,935,38,24,63.2,9,23.7,623,3038,1428,38,39,7,22,24,725,83,Matches,c05dfb74
1782,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,25-205,1997,8.7,549,18,174,223,157,2,549,15,4,26.7,11,73.3,282,1217,540,15,13,0,11,10,340,47,Matches,228b0d9d
1783,Álvaro Muñoz,uy URU,FWMF,Real Madrid,es La Liga,18-238,2004,0.2,8,0,0,2,6,1,8,0,0,,0,,7,11,4,0,0,0,0,0,6,1,Matches,49a6ecbb
1784,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,20-124,2002,0.2,9,0,1,7,1,0,9,0,0,,0,,7,15,8,0,0,0,0,0,9,0,Matches,175ece4c
1785,Pablo Muñoz,es ESP,MF,Rayo Vallecano,es La Liga,19-186,2003,0.1,6,0,1,2,3,0,6,1,0,0.0,1,100.0,6,17,0,0,0,0,2,1,6,1,Matches,44e8521b
1786,Luis Muriel,co COL,FW,Atalanta,it Serie A,31-327,1991,7.2,402,3,22,153,230,42,401,40,16,40.0,23,57.5,240,1707,902,38,25,18,29,15,319,77,Matches,eb2fe5b6
1787,Jeison Murillo,co COL,DF,Sampdoria,it Serie A,30-286,1992,9.1,526,64,258,247,26,2,526,3,1,33.3,1,33.3,257,1204,748,8,4,0,6,1,298,3,Matches,b233e8e4
1788,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,28-319,1994,21.3,781,51,93,399,296,75,778,19,7,36.8,9,47.4,409,1713,623,19,20,7,49,26,591,106,Matches,0cadc46d
1789,Jacob Murphy,eng ENG,FW,Newcastle Utd,eng Premier League,28-013,1995,6.6,280,6,32,94,159,35,280,20,6,30.0,10,50.0,177,1252,791,34,19,13,6,11,193,58,Matches,de112b84
1790,Nicola Murru,it ITA,DF,Sampdoria,it Serie A,28-083,1994,5.3,249,26,99,103,48,1,249,1,0,0.0,1,100.0,111,407,194,4,3,0,5,1,124,9,Matches,d183e9d6
1791,Yunus Musah,us USA,MF,Valencia,es La Liga,20-100,2002,17.2,793,22,128,393,285,35,793,37,13,35.1,18,48.6,504,3666,1802,49,47,6,37,15,566,68,Matches,b51b1b9c
1792,Jamal Musiala,de GER,MFFW,Bayern Munich,de Bundesliga,20-011,2003,17.3,963,12,93,451,432,109,963,83,43,51.8,35,42.2,716,3874,1782,54,39,24,58,55,757,146,Matches,2c0558b8
1793,Juan Musso,ar ARG,GK,Atalanta,it Serie A,28-307,1994,18.1,601,529,598,3,0,0,601,0,0,,0,,353,2412,1311,0,1,1,1,0,255,0,Matches,a111cf41
1794,Suliman Mustapha,at AUT,FWMF,Mainz 05,de Bundesliga,21-289,2001,0.8,36,0,1,18,18,4,36,3,2,66.7,1,33.3,16,180,132,5,3,2,5,2,23,7,Matches,9ff8ec4a
1795,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,28-276,1994,13.1,454,401,452,2,0,0,454,1,1,100.0,0,0.0,293,1690,1165,0,0,0,1,0,174,0,Matches,dc29b608
1796,Enock Mwepu,zm ZAM,FWMF,Brighton,eng Premier League,25-067,1998,2.4,116,1,12,54,53,7,116,5,1,20.0,4,80.0,58,318,141,5,2,1,10,5,80,17,Matches,1d5cab82
1797,Vitaliy Mykolenko,ua UKR,DFMF,Everton,eng Premier League,23-284,1999,23.8,1338,100,469,576,303,21,1338,24,11,45.8,13,54.2,564,2499,1319,30,28,6,21,8,677,57,Matches,30d4a2e5
1798,Joakim Mæhle,dk DEN,DFMF,Atalanta,it Serie A,25-293,1997,14.7,1110,26,224,447,454,43,1110,35,10,28.6,22,62.9,626,3281,1931,52,43,7,27,16,726,133,Matches,c459a650
1799,Obite N'Dicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,23-201,1999,21.9,1542,183,824,673,54,18,1542,5,3,60.0,2,40.0,893,4246,2283,12,8,1,11,4,957,3,Matches,441197b8
1800,Nathan N'Goumou,fr FRA,FW,Toulouse,fr Ligue 1,22-360,2000,1.0,40,0,6,14,20,0,40,3,1,33.3,2,66.7,27,167,27,1,2,0,0,2,25,7,Matches,e110ea4b
1801,Nathan N'Goumou,fr FRA,FW,M'Gladbach,de Bundesliga,22-360,2000,3.6,146,6,25,44,78,11,146,13,4,30.8,7,53.8,68,421,173,10,3,5,9,2,94,28,Matches,e110ea4b
1802,Stanley N'Soki,fr FRA,DF,Hoffenheim,de Bundesliga,23-334,1999,12.1,794,49,344,430,26,7,794,14,8,57.1,4,28.6,515,2373,1274,13,4,0,12,4,520,11,Matches,61590953
1803,Nacho,es ESP,DF,Real Madrid,es La Liga,33-050,1990,8.6,623,47,219,311,95,11,623,5,5,100.0,0,0.0,327,1537,969,9,3,0,8,5,433,17,Matches,2946f9a1
1804,Nikolas Nartey,dk DEN,DFMF,Stuttgart,de Bundesliga,23-015,2000,4.2,266,9,84,127,60,3,266,6,4,66.7,2,33.3,135,616,306,7,5,1,4,8,154,17,Matches,30261ba1
1805,Juanjo Narváez,co COL,MFFW,Valladolid,es La Liga,28-025,1995,1.6,51,1,9,17,25,6,51,3,1,33.3,1,33.3,29,110,27,0,2,0,2,5,38,9,Matches,485e4939
1806,Matija Nastasić,rs SRB,DF,Mallorca,es La Liga,29-346,1993,7.4,312,44,169,133,11,5,312,0,0,,0,,168,705,366,3,2,0,1,0,183,1,Matches,f35430a4
1807,Roberto Navarro,es ESP,MFFW,Real Sociedad,es La Liga,20-331,2002,3.8,207,2,23,75,116,22,207,19,7,36.8,9,47.4,125,821,357,16,14,9,18,16,129,29,Matches,c997b942
1808,Jesús Navas,es ESP,DFFW,Sevilla,es La Liga,37-108,1985,13.4,992,28,203,334,460,20,992,11,5,45.5,5,45.5,601,3109,1401,30,24,6,14,4,681,160,Matches,3f10bd22
1809,Keylor Navas,cr CRC,GK,Nott'ham Forest,eng Premier League,36-084,1986,5.0,206,181,206,0,0,0,206,0,0,,0,,100,481,254,0,0,0,1,0,78,0,Matches,ecada4fc
1810,Michel Ndary Adopo,fr FRA,MFDF,Torino,it Serie A,22-233,2000,2.7,158,7,33,105,21,2,158,4,2,50.0,2,50.0,79,371,190,2,1,0,3,3,96,3,Matches,599d91d0
1811,Youssouf Ndayishimiye,bi BDI,DFMF,Nice,fr Ligue 1,24-133,1998,3.4,205,21,109,90,9,1,205,3,2,66.7,0,0.0,137,803,446,5,3,0,8,2,129,1,Matches,65c55288
1812,Papa Ndiaga Yade,sn SEN,DFMF,Troyes,fr Ligue 1,23-063,2000,4.3,264,12,68,104,95,9,264,8,3,37.5,4,50.0,189,1240,705,21,16,4,6,4,174,31,Matches,87e9c7cd
1813,Wilfred Ndidi,ng NGA,MFDF,Leicester City,eng Premier League,26-083,1996,11.1,754,52,252,450,63,4,754,5,4,80.0,1,20.0,400,1681,763,9,12,0,10,7,479,3,Matches,6b47c5db
1814,Tanguy Ndombele,fr FRA,MF,Napoli,it Serie A,26-071,1996,6.4,514,8,59,320,138,23,514,23,15,65.2,6,26.1,351,1429,672,16,14,3,20,14,442,27,Matches,5cdddffa
1815,Álvaro Negredo,es ESP,FW,Cádiz,es La Liga,37-201,1985,6.2,181,8,18,98,67,19,181,7,2,28.6,4,57.1,78,234,68,1,4,0,14,6,127,12,Matches,63b0ca6b
1816,Reiss Nelson,eng ENG,FW,Arsenal,eng Premier League,23-089,1999,1.0,69,0,6,9,55,12,69,2,2,100.0,0,0.0,45,300,184,10,2,5,0,4,57,17,Matches,c5bdb6e3
1817,Ilija Nestorovski,mk MKD,FWMF,Udinese,it Serie A,32-362,1990,1.3,46,2,3,22,22,7,46,2,2,100.0,0,0.0,17,56,20,0,1,0,3,0,29,4,Matches,b1236c63
1818,Neto,br BRA,GK,Bournemouth,eng Premier League,33-233,1989,14.5,474,406,471,3,0,0,474,0,0,,0,,231,1436,1019,0,0,0,1,0,136,0,Matches,a9dc785c
1819,Pedro Neto,pt POR,FWMF,Wolves,eng Premier League,23-000,2000,7.2,345,3,44,104,203,37,345,40,13,32.5,23,57.5,224,1647,824,28,15,13,20,8,243,81,Matches,7ba2eaa9
1820,Luca Netz,de GER,DFFW,M'Gladbach,de Bundesliga,19-298,2003,2.6,175,17,74,65,38,3,175,6,3,50.0,3,50.0,58,302,168,5,2,2,4,1,82,11,Matches,e79269bd
1821,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,36-347,1986,12.0,528,436,519,8,2,2,528,0,0,,0,,338,1534,910,0,0,0,1,0,318,0,Matches,8778c910
1822,Florian Neuhaus,de GER,MF,M'Gladbach,de Bundesliga,25-358,1997,6.7,331,11,48,181,105,22,331,19,6,31.6,10,52.6,209,807,468,8,9,2,11,8,244,24,Matches,36a59ba4
1823,Rúben Neves,pt POR,MF,Wolves,eng Premier League,25-361,1997,25.0,1855,142,634,972,265,15,1853,18,10,55.6,6,33.3,960,4216,1969,19,22,1,17,9,1208,11,Matches,44bfb6c5
1824,Neymar,br BRA,MFFW,Paris S-G,fr Ligue 1,31-032,1992,17.2,1470,3,125,773,593,74,1468,96,38,39.6,46,47.9,1272,7483,3348,69,75,12,50,36,1260,127,Matches,69384e5d
1825,Jessic Ngankam,de GER,FWMF,Hertha BSC,de Bundesliga,22-232,2000,3.8,86,0,7,30,54,17,86,11,4,36.4,7,63.6,53,361,134,4,5,3,12,8,57,17,Matches,bc249af8
1826,Cyril Ngonge,be BEL,MFFW,Hellas Verona,it Serie A,22-287,2000,3.5,130,2,13,63,56,8,130,16,7,43.8,9,56.3,78,461,217,8,4,3,10,5,89,16,Matches,2b8360f1
1827,Moussa Niakhate,fr FRA,DF,Nott'ham Forest,eng Premier League,27-001,1996,1.8,81,22,58,19,4,3,81,3,0,0.0,3,100.0,23,94,44,0,0,0,1,1,28,0,Matches,00242715
1828,Ibrahima Niane,sn SEN,FW,Angers,fr Ligue 1,23-363,1999,4.0,120,3,10,64,48,14,120,11,3,27.3,7,63.6,74,402,129,7,3,1,11,8,84,18,Matches,46faabfa
1829,M'Baye Niang,sn SEN,FW,Auxerre,fr Ligue 1,28-080,1994,11.9,393,26,40,203,153,44,391,27,7,25.9,17,63.0,239,1363,440,14,14,8,54,15,287,63,Matches,2054d037
1830,Tanguy Nianzou,fr FRA,DF,Sevilla,es La Liga,20-275,2002,13.1,805,62,337,452,24,6,805,10,8,80.0,2,20.0,510,2173,1256,4,5,0,4,3,584,0,Matches,5853ac44
1831,Rasmus Nicolaisen,dk DEN,DF,Toulouse,fr Ligue 1,25-358,1997,24.3,1474,227,831,608,43,25,1474,13,8,61.5,2,15.4,992,5621,3197,17,8,2,6,3,920,3,Matches,3f319bb9
1832,Hans Nicolussi Caviglia,it ITA,MF,Salernitana,it Serie A,22-264,2000,5.1,243,12,68,141,35,3,243,5,2,40.0,1,20.0,109,516,176,2,3,0,7,4,127,1,Matches,b136c945
1833,Florian Niederlechner,de GER,FWMF,Augsburg,de Bundesliga,32-136,1990,10.1,332,13,40,143,150,39,332,19,4,21.1,12,63.2,142,487,175,1,5,1,16,11,189,51,Matches,d6862409
1834,Florian Niederlechner,de GER,FW,Hertha BSC,de Bundesliga,32-136,1990,4.1,118,6,9,52,58,15,118,9,3,33.3,5,55.6,54,224,110,5,2,2,4,4,69,13,Matches,d6862409
1835,Saúl Ñíguez,es ESP,MFDF,Atlético Madrid,es La Liga,28-108,1994,7.0,428,20,100,213,117,17,428,10,8,80.0,2,20.0,189,937,425,10,8,4,13,3,268,37,Matches,c14bc029
1836,Dimitris Nikolaou,gr GRE,DF,Spezia,it Serie A,24-208,1998,21.8,1323,170,707,564,64,11,1323,10,7,70.0,2,20.0,821,4111,2231,16,14,0,11,7,884,7,Matches,cf961d8d
1837,Fernando Niño,es ESP,MFFW,Villarreal,es La Liga,22-136,2000,0.2,9,0,0,3,6,1,9,1,0,0.0,1,100.0,8,33,4,0,0,0,2,0,9,4,Matches,81d5c497
1838,Rasmus Nissen,dk DEN,DF,Leeds United,eng Premier League,25-241,1997,13.1,846,46,287,351,212,15,846,10,4,40.0,5,50.0,341,1002,461,12,4,4,3,1,420,60,Matches,39769cff
1839,Justin Njinmah,de GER,FW,Dortmund,de Bundesliga,22-114,2000,0.2,4,0,0,1,3,1,4,1,0,0.0,1,100.0,6,26,8,1,0,0,0,2,5,4,Matches,a45241d5
1840,Eddie Nketiah,eng ENG,FW,Arsenal,eng Premier League,23-283,1999,11.1,379,10,34,143,208,79,379,33,16,48.5,11,33.3,247,1550,556,30,14,19,27,19,283,73,Matches,a53649b7
1841,Christopher Nkunku,fr FRA,FWMF,RB Leipzig,de Bundesliga,25-115,1997,15.8,645,12,49,279,324,87,642,48,20,41.7,21,43.8,450,2222,893,34,22,17,33,28,503,117,Matches,7c56da38
1842,Lukas Nmecha,de GER,FW,Wolfsburg,de Bundesliga,24-085,1998,9.7,306,4,17,127,164,34,306,25,9,36.0,8,32.0,182,1009,301,15,6,5,38,10,244,67,Matches,0cc5f4a5
1843,Diego Noguerol,es ESP,FWDF,Valencia,es La Liga,20-300,2002,0.1,3,0,1,0,2,0,3,0,0,,0,,2,6,3,0,0,0,0,0,2,0,Matches,c487901c
1844,Arnaud Nordin,fr FRA,FWMF,Montpellier,fr Ligue 1,24-265,1998,15.8,553,8,72,231,258,57,553,47,16,34.0,16,34.0,404,2896,1313,43,28,14,34,22,390,99,Matches,7b9a9e25
1845,Riad Nouri,fr FRA,MF,Ajaccio,fr Ligue 1,37-275,1985,13.6,601,12,67,285,253,24,600,26,8,30.8,16,61.5,420,2392,850,24,22,6,24,15,397,110,Matches,374fbf7d
1846,Hugo Novoa,es ESP,DFFW,RB Leipzig,de Bundesliga,20-067,2003,2.0,135,1,21,58,58,11,135,10,5,50.0,4,40.0,71,460,124,5,1,3,1,7,86,20,Matches,5458f670
1847,Randy Ntekja,fr FRA,FW,Elche,es La Liga,25-093,1997,1.8,76,3,14,34,30,7,76,5,2,40.0,3,60.0,39,229,51,0,1,0,6,5,52,9,Matches,a6103274
1848,Randy Ntekja,fr FRA,FWMF,Rayo Vallecano,es La Liga,25-093,1997,1.3,95,2,14,48,34,6,95,7,1,14.3,4,57.1,62,317,158,3,0,2,2,5,66,7,Matches,a6103274
1849,Alexander Nübel,de GER,GK,Monaco,fr Ligue 1,26-160,1996,26.0,819,691,814,5,0,0,819,0,0,,0,,554,2778,1675,0,0,0,1,0,325,0,Matches,afb0c500
1850,Matheus Nunes,pt POR,MF,Wolves,eng Premier League,24-194,1998,18.6,919,43,212,438,284,40,919,52,25,48.1,18,34.6,581,3982,1929,45,38,6,29,25,652,88,Matches,e6af02e0
1851,Darwin Núñez,uy URU,FW,Liverpool,eng Premier League,23-258,1999,14.2,475,8,34,136,313,128,475,28,11,39.3,13,46.4,291,2103,1115,48,22,26,32,18,369,134,Matches,4d77b365
1852,Unai Núñez,es ESP,DF,Celta Vigo,es La Liga,26-038,1997,22.0,1431,178,738,659,43,12,1431,6,4,66.7,2,33.3,883,4628,2532,14,14,1,11,1,937,0,Matches,be170419
1853,Bram Nuytinck,nl NED,DF,Udinese,it Serie A,32-309,1990,4.3,185,37,117,65,4,2,185,1,1,100.0,0,0.0,90,425,187,1,0,0,1,0,88,0,Matches,e33f36d5
1854,Bram Nuytinck,nl NED,DF,Sampdoria,it Serie A,32-309,1990,9.1,444,78,279,157,9,7,444,1,0,0.0,1,100.0,231,953,353,2,0,0,0,0,234,0,Matches,e33f36d5
1855,Ethan Nwaneri,eng ENG,FW,Arsenal,eng Premier League,15-353,2007,0.0,1,0,0,0,1,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,7f94982c
1856,Gerzino Nyamsi,fr FRA,DF,Strasbourg,fr Ligue 1,26-046,1997,11.8,689,101,358,316,21,11,689,4,2,50.0,1,25.0,484,3044,1698,9,6,0,5,0,435,2,Matches,6043997c
1857,Ørjan Nyland,no NOR,GK,RB Leipzig,de Bundesliga,32-180,1990,1.0,31,25,31,0,0,0,31,0,0,,0,,25,140,46,0,0,0,0,0,18,0,Matches,bdedffac
1858,M'Bala Nzola,ao ANG,FW,Spezia,it Serie A,26-203,1996,20.1,667,27,50,251,372,100,665,42,15,35.7,22,52.4,418,2150,629,30,13,17,86,55,535,144,Matches,a4948e67
1859,Christian Nørgaard,dk DEN,MF,Brentford,eng Premier League,28-364,1994,12.6,680,53,212,360,114,27,680,12,5,41.7,6,50.0,295,949,424,2,6,2,8,6,326,5,Matches,df0a4c90
1860,Lewis O'Brien,eng ENG,MF,Nott'ham Forest,eng Premier League,24-146,1998,6.5,297,19,72,161,71,3,297,17,7,41.2,3,17.6,157,947,518,13,9,2,12,7,166,3,Matches,089667a5
1861,Pedro Obiang,gq EQG,MF,Sassuolo,it Serie A,30-347,1992,7.5,390,27,107,248,36,2,390,5,2,40.0,3,60.0,184,685,231,0,3,0,5,2,236,2,Matches,ba1e04b3
1862,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,30-061,1993,21.7,675,612,671,4,0,0,675,0,0,,0,,319,1628,861,0,0,0,0,0,275,0,Matches,ee8508c0
1863,Brian Ocampo,uy URU,MFFW,Cádiz,es La Liga,23-257,1999,12.4,494,11,91,193,227,19,494,41,17,41.5,18,43.9,329,2371,1311,41,29,10,29,28,349,80,Matches,2e3995cd
1864,Lucas Ocampos,ar ARG,FWMF,Sevilla,es La Liga,28-241,1994,5.3,254,3,17,115,127,20,254,28,12,42.9,15,53.6,185,1053,428,12,8,6,10,5,195,46,Matches,a08b974a
1865,Guillermo Ochoa,mx MEX,GK,Salernitana,it Serie A,37-239,1985,8.0,326,273,325,1,0,0,326,0,0,,0,,143,808,590,0,0,0,0,0,123,0,Matches,1e9bde92
1866,Wilson Odobert,fr FRA,MFFW,Troyes,fr Ligue 1,18-101,2004,12.4,491,6,65,202,240,38,491,60,19,31.7,40,66.7,374,3260,1501,47,35,18,31,18,360,90,Matches,35516eac
1867,Álvaro Odriozola,es ESP,DF,Real Madrid,es La Liga,27-085,1995,0.3,18,0,0,10,8,1,18,0,0,,0,,10,72,36,3,0,0,0,0,14,4,Matches,1d1691ad
1868,Tim Oermann,de GER,DF,Bochum,de Bundesliga,19-154,2003,2.2,69,16,51,18,0,0,69,0,0,,0,,32,179,82,0,0,0,1,0,38,0,Matches,57ec75bf
1869,Angelo Ogbonna,it ITA,DF,West Ham,eng Premier League,34-290,1988,7.9,296,45,174,112,10,5,296,0,0,,0,,133,604,133,0,0,0,1,3,146,1,Matches,74b2cd7e
1870,Florent Ogier,fr FRA,DF,Clermont Foot,fr Ligue 1,33-353,1989,13.5,816,88,423,366,30,5,816,8,5,62.5,2,25.0,527,2494,1224,3,4,0,4,0,526,1,Matches,6993927b
1871,David Okereke,ng NGA,FWMF,Cremonese,it Serie A,25-192,1997,18.6,583,17,50,231,307,62,582,48,21,43.8,21,43.8,329,2124,1115,38,32,8,44,29,427,112,Matches,d125f22f
1872,Caleb Okoli,it ITA,DF,Atalanta,it Serie A,21-239,2001,9.4,514,56,302,188,30,8,514,1,0,0.0,1,100.0,228,867,379,2,4,0,11,3,239,3,Matches,8ec109e6
1873,Olasagasti,es ESP,MFDF,Real Sociedad,es La Liga,22-205,2000,0.7,61,1,13,41,8,1,61,0,0,,0,,30,130,82,2,1,0,2,0,37,3,Matches,3d99999d
1874,Lucas Olaza,uy URU,DF,Valladolid,es La Liga,28-231,1994,12.6,734,42,202,306,229,7,734,10,3,30.0,7,70.0,340,1161,556,11,13,1,13,6,388,81,Matches,4cee5954
1875,Finn Ole Becker,de GER,MF,Hoffenheim,de Bundesliga,22-274,2000,0.5,27,0,3,12,12,3,27,1,0,0.0,1,100.0,15,88,44,2,1,1,1,0,15,1,Matches,dd2e62da
1876,Mathias Olesen,lu LUX,MF,Köln,de Bundesliga,21-353,2001,3.7,120,3,28,71,22,3,120,2,1,50.0,1,50.0,58,248,79,0,2,0,4,6,65,6,Matches,86adbcc7
