Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,-9999
2645,Carlos Rojas,es ESP,FW,Almería,es La Liga,20-325,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches,6a82a394
2646,Filippo Romagna,it ITA,DF,Sassuolo,it Serie A,25-287,1997,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches,84594618
2647,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,28-056,1995,22,1862,85,82.8,20.7,21,87,19,1,34,2,1.77,33,17,+16,+0.77,-0.62,24.4,23.4,+1.0,+0.05,-0.98,Matches,3ead85f9
2648,Simone Romagnoli,it ITA,DF,Lecce,it Serie A,33-028,1990,1,26,26,1.2,0.3,0,,0,1,26,4,0.00,0,0,0,0.00,+0.20,0.4,0.3,+0.1,+0.40,+0.71,Matches,09899de8
2649,Leonardo Román,es ESP,GK,Mallorca,es La Liga,22-246,2000,0,,,,,0,,0,0,,18,,,,,,,,,,,,Matches,924ff27e
2650,Carlos Romero,es ESP,DF,Villarreal,es La Liga,21-131,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,23cbf863
2651,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,24-316,1998,17,1464,86,62.6,16.3,16,90,14,1,32,0,1.82,27,18,+9,+0.55,+0.45,21.7,17.4,+4.3,+0.26,-0.01,Matches,a3d94a58
2652,Iván Romero,es ESP,MF,Sevilla,es La Liga,21-333,2001,1,11,11,0.5,0.1,0,,0,1,11,0,0.00,0,0,0,0.00,+0.50,0.0,0.0,0.0,+0.02,+0.45,Matches,2fbe6af0
2653,Luka Romero,ar ARG,FW,Lazio,it Serie A,18-111,2004,6,151,25,6.7,1.7,1,68,0,5,17,19,2.00,1,2,-1,-0.60,-1.58,2.6,1.4,+1.2,+0.72,+0.54,Matches,ca6edaa0
2654,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,31-166,1991,1,74,74,3.3,0.8,1,74,0,0,,3,0.00,1,4,-3,-3.65,-2.90,0.3,1.4,-1.1,-1.31,-0.97,Matches,4b511457
2655,Oriol Romeu,es ESP,MF,Girona,es La Liga,31-166,1991,20,1800,90,83.3,20.0,20,90,20,0,,0,1.30,33,33,0,0.00,0.00,29.8,26.8,+3.1,+0.15,+0.46,Matches,4b511457
2656,Cristiano Ronaldo,pt POR,FW,Manchester Utd,eng Premier League,38-032,1985,10,525,53,23.3,5.8,4,85,3,6,31,2,1.90,6,8,-2,-0.34,-0.76,6.0,5.8,+0.2,+0.03,-0.39,Matches,dea698d9
2657,Connor Ronan,ie IRL,MF,Wolves,eng Premier League,25-003,1998,1,1,1,0.0,0.0,0,,0,1,1,10,0.00,0,0,0,0.00,+0.62,0.1,0.0,+0.1,+8.16,+8.63,Matches,1b804500
2658,Salomón Rondón,ve VEN,FW,Everton,eng Premier League,33-174,1989,7,109,16,4.7,1.2,1,56,0,6,9,3,1.14,1,2,-1,-0.83,-0.10,1.8,2.8,-1.0,-0.81,-0.28,Matches,b318a643
2659,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,28-092,1994,25,2042,82,87.3,22.7,23,86,18,2,35,0,2.08,38,23,+15,+0.66,-2.06,36.6,28.5,+8.1,+0.36,-1.17,Matches,ed45c4a5
2660,Marten de Roon,nl NED,MF,Atalanta,it Serie A,31-345,1991,22,1794,82,79.7,19.9,21,85,18,1,10,0,1.77,33,20,+13,+0.65,+0.45,29.5,20.4,+9.1,+0.46,-0.31,Matches,2a1beb34
2661,Pablo Rosario,nl NED,MFDF,Nice,fr Ligue 1,26-061,1997,20,1119,56,47.8,12.4,10,83,7,10,29,5,1.65,14,17,-3,-0.24,-1.35,15.9,14.8,+1.1,+0.09,-0.40,Matches,1a6b7ea4
2662,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,31-316,1991,0,,,,,0,,0,0,,24,,,,,,,,,,,,Matches,7b5f516f
2663,Tom Rothe,de GER,DF,Dortmund,de Bundesliga,18-131,2004,1,14,14,0.7,0.2,0,,0,1,14,9,0.00,1,0,+1,+6.43,+5.64,0.3,0.1,+0.2,+1.50,+1.04,Matches,90c1f9a4
2664,Joe Rothwell,eng ENG,MF,Bournemouth,eng Premier League,28-057,1995,10,304,30,13.5,3.4,2,72,0,8,20,6,0.40,5,4,+1,+0.30,+1.59,5.1,5.8,-0.6,-0.19,+0.78,Matches,10a10454
2665,Anthony Rouault,fr FRA,DF,Toulouse,fr Ligue 1,21-284,2001,26,2332,90,99.7,25.9,26,90,25,0,,0,1.23,41,45,-4,-0.15,+11.10,35.7,39.4,-3.7,-0.14,+2.06,Matches,9b545925
2666,Léo Rouille,fr FRA,DF,Rennes,fr Ligue 1,19-028,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,cb5f44ec
2667,Jérôme Roussillon,fr FRA,MFDF,Wolfsburg,de Bundesliga,30-062,1993,4,22,6,1.1,0.2,0,,0,4,6,1,2.50,1,0,+1,+4.09,+3.65,0.5,0.4,0.0,+0.12,+0.20,Matches,13203c45
2668,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,30-062,1993,6,236,39,11.4,2.6,3,71,0,3,8,0,2.17,3,4,-1,-0.38,-0.82,2.8,4.1,-1.3,-0.50,-0.57,Matches,13203c45
2669,Nicolò Rovella,it ITA,MF,Monza,it Serie A,21-095,2001,14,1038,74,46.1,11.5,12,82,7,2,26,1,1.64,17,8,+9,+0.78,+1.82,14.8,11.3,+3.5,+0.30,+0.68,Matches,e58cbfd5
2670,Nicolò Rovella,it ITA,MF,Juventus,it Serie A,21-095,2001,3,27,9,1.2,0.3,0,,0,3,9,0,1.67,0,0,0,0.00,-0.81,0.7,0.2,+0.5,+1.75,+1.38,Matches,e58cbfd5
2671,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,29-013,1994,18,1566,87,69.6,17.4,17,89,16,1,45,1,2.56,39,10,+29,+1.67,-0.04,31.3,12.8,+18.6,+1.07,-0.03,Matches,4b3e1a38
2672,Ruan,br BRA,DF,Sassuolo,it Serie A,23-275,1999,12,866,72,38.5,9.6,10,85,9,2,7,12,1.17,15,14,+1,+0.10,+0.62,12.0,13.2,-1.2,-0.13,-0.05,Matches,a378a02a
2673,Rubén,es ESP,DFMF,Espanyol,es La Liga,22-033,2001,12,505,42,23.4,5.6,4,74,1,8,26,1,0.83,7,13,-6,-1.07,-1.07,6.3,8.6,-2.3,-0.41,-0.41,Matches,35d4f151
2674,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,30-006,1993,21,1496,71,69.3,16.6,16,90,16,5,11,1,2.24,28,10,+18,+1.08,-0.41,32.4,12.8,+19.6,+1.18,-0.10,Matches,18b896d6
2675,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,33-009,1990,15,541,36,26.1,6.0,4,65,0,11,26,7,1.20,8,9,-1,-0.17,+0.54,7.8,6.8,+1.0,+0.17,+0.37,Matches,80f36c88
2676,Daniele Rugani,it ITA,DF,Juventus,it Serie A,28-223,1994,4,348,87,15.5,3.9,4,87,3,0,,21,2.50,5,0,+5,+1.29,+0.58,6.1,3.2,+2.9,+0.75,+0.43,Matches,14b8fcdf
2677,Matteo Ruggeri,it ITA,DFMF,Atalanta,it Serie A,20-241,2002,12,559,47,24.8,6.2,5,90,5,7,16,13,1.58,14,9,+5,+0.81,+0.33,10.2,5.9,+4.2,+0.68,+0.22,Matches,ae9898c5
2678,Mário Rui,pt POR,DF,Napoli,it Serie A,31-286,1991,19,1495,79,66.4,16.6,18,81,6,1,45,5,2.89,44,11,+33,+1.99,+0.91,35.3,12.3,+23.0,+1.38,+0.92,Matches,0b5a292a
2679,Aitor Ruibal,es ESP,DFFW,Betis,es La Liga,26-352,1996,19,1003,53,46.4,11.1,10,84,6,9,18,5,1.53,14,7,+7,+0.63,+0.63,16.2,13.9,+2.3,+0.20,-0.06,Matches,a55d8df5
2680,Kays Ruiz,ma MAR,MF,Auxerre,fr Ligue 1,20-195,2002,1,62,62,2.6,0.7,1,62,0,0,,8,0.00,0,1,-1,-1.45,-0.46,0.1,2.2,-2.1,-2.98,-2.68,Matches,90a9cc01
2681,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,26-340,1996,17,1195,70,51.1,13.3,14,80,7,3,27,0,2.41,28,13,+15,+1.13,-0.91,26.0,16.7,+9.3,+0.70,-0.56,Matches,c0c7ff58
2682,Víctor Ruiz,es ESP,DF,Betis,es La Liga,34-043,1989,8,462,58,21.4,5.1,4,90,4,4,26,13,2.00,7,7,0,0.00,-0.37,9.6,6.4,+3.1,+0.61,+0.48,Matches,b3dc6eca
2683,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,30-293,1992,14,1260,90,58.3,14.0,14,90,14,0,,1,1.50,15,10,+5,+0.36,+0.36,17.2,14.6,+2.6,+0.19,+0.07,Matches,625c144a
2684,Alessandro Russo,it ITA,GK,Sassuolo,it Serie A,21-343,2001,0,,,,,0,,0,0,,21,,,,,,,,,,,,Matches,3945ac70
2685,Franco Russo,ar ARG,DF,Mallorca,es La Liga,28-135,1994,3,145,48,6.7,1.6,2,72,0,1,1,13,1.00,0,2,-2,-1.24,-1.15,0.7,2.2,-1.5,-0.91,-0.68,Matches,b75ac54b
2686,Georginio Rutter,fr FRA,FWMF,Leeds United,eng Premier League,20-323,2002,6,181,30,8.0,2.0,1,67,0,5,23,1,0.67,1,4,-3,-1.49,-1.14,1.7,3.3,-1.6,-0.79,-0.63,Matches,c64c01fc
2687,Georginio Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,20-323,2002,15,1009,67,48.7,11.2,11,83,4,4,25,0,1.20,17,15,+2,+0.18,+1.45,16.5,16.1,+0.3,+0.03,+0.26,Matches,c64c01fc
2688,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,25-112,1997,13,1037,80,50.1,11.5,12,84,7,1,29,1,1.85,21,15,+6,+0.52,+0.35,11.5,13.1,-1.5,-0.13,-0.27,Matches,009a4f60
2689,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,25-112,1997,6,538,90,26.0,6.0,6,90,5,0,,0,3.00,16,6,+10,+1.67,+1.14,11.0,8.6,+2.4,+0.40,-0.09,Matches,009a4f60
2690,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,30-217,1992,19,1710,90,82.6,19.0,19,90,19,0,,0,2.11,31,16,+15,+0.79,+2.54,19.8,19.1,+0.7,+0.04,+0.21,Matches,a70b8345
2691,José Sá,pt POR,GK,Wolves,eng Premier League,30-051,1993,26,2340,90,100.0,26.0,26,90,26,0,,0,1.04,19,35,-16,-0.62,,24.9,37.1,-12.2,-0.47,,Matches,903b6e8b
2692,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,30-004,1993,16,1176,74,54.4,13.1,13,86,9,3,19,3,1.44,18,16,+2,+0.15,-0.30,19.5,17.0,+2.5,+0.19,-0.10,Matches,fbbb9269
2693,Halid Šabanović,ba BIH,DFFW,Angers,fr Ligue 1,23-199,1999,7,333,48,14.2,3.7,4,65,2,3,25,7,0.29,3,10,-7,-1.89,-0.55,3.9,6.1,-2.2,-0.59,-0.11,Matches,8299e363
2694,Abdelhamid Sabiri,ma MAR,MF,Sampdoria,it Serie A,26-101,1996,16,1006,63,44.7,11.2,12,75,6,4,26,2,0.50,5,18,-13,-1.16,-0.08,10.3,16.6,-6.2,-0.56,+0.18,Matches,4830e0af
2695,Marcel Sabitzer,at AUT,MF,Manchester Utd,eng Premier League,28-357,1994,5,275,55,12.2,3.1,3,83,1,2,13,0,2.00,7,4,+3,+0.98,+0.85,6.4,4.3,+2.1,+0.69,+0.40,Matches,e280527c
2696,Marcel Sabitzer,at AUT,MF,Bayern Munich,de Bundesliga,28-357,1994,15,628,42,30.3,7.0,7,67,2,8,20,3,2.27,22,3,+19,+2.72,+1.16,16.9,3.7,+13.2,+1.89,+1.00,Matches,e280527c
2697,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,27-312,1995,23,1616,70,69.1,18.0,18,86,13,5,14,3,1.17,33,30,+3,+0.17,+1.16,23.3,31.1,-7.7,-0.43,-0.07,Matches,6388e356
2698,Dominic Sadi,eng ENG,MF,Bournemouth,eng Premier League,19-188,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,54778940
2699,Umar Sadiq,ng NGA,FW,Almería,es La Liga,26-035,1997,3,240,80,11.1,2.7,3,80,1,0,,0,1.33,4,3,+1,+0.37,+1.08,3.3,4.0,-0.7,-0.25,+0.26,Matches,686cbe7d
2700,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,26-035,1997,2,82,41,3.8,0.9,1,37,0,1,45,0,0.50,1,0,+1,+1.10,+0.75,0.7,1.7,-1.0,-1.08,-1.59,Matches,686cbe7d
2701,Alexis Saelemaekers,be BEL,FWDF,Milan,it Serie A,23-255,1999,17,733,43,32.6,8.1,8,66,0,9,23,1,1.65,8,11,-3,-0.37,-1.14,10.6,10.1,+0.5,+0.07,-0.51,Matches,ee251371
2702,Tom Saettel,fr FRA,FW,Strasbourg,fr Ligue 1,17-263,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,9dd35c94
2703,Yakine Said Mmadi,km COM,DF,Marseille,fr Ligue 1,18-363,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,0018166b
2704,Wesley Saïd,fr FRA,FWMF,Lens,fr Ligue 1,27-324,1995,17,597,35,25.5,6.6,6,57,0,11,23,1,2.29,10,5,+5,+0.75,+0.03,11.5,9.3,+2.1,+0.32,-0.46,Matches,90fcf472
2705,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,eng Premier League,25-362,1997,16,755,47,35.0,8.4,7,83,2,9,19,1,1.63,12,10,+2,+0.24,-0.79,12.1,10.4,+1.7,+0.20,-0.57,Matches,2b16cb1a
2706,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,24-140,1998,5,355,71,15.2,3.9,5,71,3,0,,0,1.80,12,9,+3,+0.76,+1.12,5.6,6.7,-1.1,-0.29,+0.14,Matches,93c942fb
2707,Samuel Sáiz,es ESP,MF,Girona,es La Liga,32-046,1991,8,240,30,11.1,2.7,1,60,0,7,26,4,1.13,5,5,0,0.00,0.00,3.9,4.4,-0.5,-0.18,-0.29,Matches,13e0eb29
2708,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,21-185,2001,26,2242,86,95.8,24.9,26,86,17,0,,0,2.42,55,25,+30,+1.20,-2.47,47.7,24.1,+23.7,+0.95,-0.17,Matches,bc7dc64d
2709,Hamza Sakhi,ma MAR,MF,Auxerre,fr Ligue 1,26-275,1996,23,1589,69,67.9,17.7,18,83,8,5,21,2,0.65,15,39,-24,-1.36,-1.12,18.9,24.9,-6.0,-0.34,+0.09,Matches,c9151d66
2710,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,33-024,1990,11,536,49,22.9,6.0,5,75,1,6,27,10,1.09,11,15,-4,-0.67,-0.62,6.5,9.5,-2.9,-0.49,-0.11,Matches,87935cf3
2711,Álex Sala,es ESP,MF,Girona,es La Liga,21-334,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,93551864
2712,Jacopo Sala,it ITA,MF,Spezia,it Serie A,31-094,1991,6,112,19,5.0,1.2,1,66,0,5,9,13,0.83,0,4,-4,-3.21,-2.54,0.1,3.1,-3.0,-2.47,-1.97,Matches,da5a981b
2713,Ibrahim Salah,be BEL,FWMF,Rennes,fr Ligue 1,21-191,2001,5,103,21,4.4,1.1,1,63,0,4,10,0,1.20,1,2,-1,-0.87,-1.56,2.0,3.9,-1.8,-1.59,-1.99,Matches,cad3fd4d
2714,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,30-267,1992,25,2225,89,98.9,24.7,25,89,21,0,,0,1.68,47,27,+20,+0.81,+4.41,45.2,32.6,+12.5,+0.51,+1.20,Matches,e342ad68
2715,Amine Salama,fr FRA,FWMF,Angers,fr Ligue 1,22-234,2000,24,1231,51,52.6,13.7,12,78,4,12,25,2,0.17,10,28,-18,-1.32,+0.23,16.2,20.6,-4.3,-0.32,+0.36,Matches,bc7cc472
2716,Eddie Salcedo,it ITA,FW,Inter,it Serie A,21-159,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,0489bb30
2717,William Saliba,fr FRA,DF,Arsenal,eng Premier League,21-350,2001,26,2325,89,99.4,25.8,26,89,25,0,,0,2.42,58,25,+33,+1.28,-4.72,49.9,25.3,+24.6,+0.95,-0.73,Matches,972aeb2a
2718,Dikeni Salifou,tg TOG,MF,Werder Bremen,de Bundesliga,19-274,2003,1,1,1,0.0,0.0,0,,0,1,1,4,3.00,0,0,0,0.00,+0.35,0.0,0.0,0.0,0.00,+0.36,Matches,e1830c52
2719,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,38-223,1984,0,,,0.0,0.0,0,,0,0,,1,3.00,2,1,+1,,,,,,,,Matches,74733221
2720,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,23-326,1999,21,1889,90,84.0,21.0,21,90,20,0,,2,0.71,17,38,-21,-1.00,-1.00,19.7,26.3,-6.5,-0.31,+0.38,Matches,0b33f6ad
2721,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,25-291,1997,13,632,49,30.5,7.0,7,66,1,6,28,1,2.00,9,10,-1,-0.14,-0.39,10.1,10.6,-0.5,-0.08,-0.25,Matches,bf075f6b
2722,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,30-108,1992,24,2057,86,87.9,22.9,24,86,20,0,,0,0.79,34,53,-19,-0.83,-0.20,26.4,44.2,-17.8,-0.78,+0.32,Matches,c3725db2
2723,Salvi,es ESP,FWMF,Rayo Vallecano,es La Liga,31-344,1991,13,280,22,13.0,3.1,3,49,0,10,13,7,1.62,3,5,-2,-0.64,-0.93,3.4,5.8,-2.3,-0.75,-0.84,Matches,405f267a
2724,Lazar Samardzic,de GER,MF,Udinese,it Serie A,21-013,2002,24,973,41,43.2,10.8,8,73,1,16,25,1,1.29,19,11,+8,+0.74,+1.09,16.6,12.5,+4.1,+0.38,+0.79,Matches,217c93a1
2725,Diadie Samassékou,ml MLI,MFFW,Hoffenheim,de Bundesliga,27-057,1996,2,34,17,1.6,0.4,1,23,0,1,11,4,1.50,0,0,0,0.00,+0.57,0.6,0.1,+0.5,+1.43,+1.56,Matches,08593525
2726,Mama Samba Baldé,gw GNB,FW,Troyes,fr Ligue 1,27-123,1995,23,1831,80,78.2,20.3,22,82,12,1,32,0,0.65,29,47,-18,-0.88,-0.35,23.7,39.2,-15.5,-0.76,+0.27,Matches,fb14aa28
2727,Brice Samba,cg CGO,GK,Lens,fr Ligue 1,28-318,1994,26,2340,90,100.0,26.0,26,90,26,0,,0,1.96,40,21,+19,+0.73,,46.2,29.0,+17.3,+0.66,,Matches,60d90c55
2728,Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,23-138,1999,6,198,33,8.5,2.2,2,82,1,4,9,12,2.50,3,3,0,0.00,-1.43,4.0,1.7,+2.2,+1.01,+0.06,Matches,1b4f1169
2729,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,eng Premier League,23-138,1999,5,286,57,12.7,3.2,3,77,1,2,27,0,0.60,2,2,0,0.00,+0.50,2.6,3.0,-0.4,-0.12,+0.43,Matches,1b4f1169
2730,Junior Sambia,fr FRA,DF,Salernitana,it Serie A,26-183,1996,14,477,34,21.2,5.3,5,72,1,9,13,11,1.00,5,6,-1,-0.19,+0.57,4.6,9.5,-5.0,-0.94,-0.13,Matches,24eb7ed6
2731,Jasper Samooja,fi FIN,GK,Lecce,it Serie A,19-231,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,8f3f09e3
2732,Samuel,br BRA,FWMF,Valencia,es La Liga,23-076,1999,24,2016,84,93.3,22.4,24,84,15,0,,0,0.96,27,24,+3,+0.13,+2.63,27.8,26.2,+1.6,+0.07,+1.27,Matches,2a295d33
2733,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,25-358,1997,20,1079,54,50.0,12.0,14,67,2,6,23,0,1.15,8,14,-6,-0.50,+0.42,9.2,17.8,-8.6,-0.72,-0.03,Matches,efecd633
2734,Antonio Sanabria,py PAR,FW,Torino,it Serie A,27-005,1996,20,1358,68,60.4,15.1,15,82,6,5,25,2,1.25,15,20,-5,-0.33,-0.63,19.2,16.8,+2.5,+0.16,+0.56,Matches,0a447501
2735,Leandro Sanca,pt POR,FWMF,Spezia,it Serie A,23-064,2000,4,32,8,1.4,0.4,0,,0,4,8,11,0.50,0,2,-2,-5.63,-4.89,0.3,0.4,-0.1,-0.26,+0.33,Matches,4295f19c
2736,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,22-318,2000,24,1664,69,77.0,18.5,22,72,2,2,38,0,1.38,26,18,+8,+0.43,+0.61,22.9,16.9,+6.0,+0.32,-0.57,Matches,bdb624a3
2737,Renato Sanches,pt POR,MF,Paris S-G,fr Ligue 1,25-203,1997,14,424,30,18.1,4.7,3,45,0,11,26,1,2.50,14,5,+9,+1.91,+0.41,11.4,5.7,+5.7,+1.21,+0.30,Matches,032f894e
2738,Alexis Sánchez,cl CHI,FW,Marseille,fr Ligue 1,34-080,1988,23,1722,75,73.6,19.1,20,80,5,3,41,2,2.09,35,17,+18,+0.94,+0.07,34.0,23.1,+10.9,+0.57,+0.23,Matches,2c0f8e9e
2739,Antonio Sánchez,es ESP,MF,Mallorca,es La Liga,26-067,1997,19,645,34,29.9,7.2,7,62,0,12,18,5,1.16,3,10,-7,-0.98,-1.15,6.2,7.3,-1.1,-0.15,+0.18,Matches,a254bbe0
2740,Christian Sánchez,cu CUB,GK,Celta Vigo,es La Liga,23-243,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,447601de
2741,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,26-270,1996,13,573,44,24.5,6.4,6,77,3,7,16,13,1.77,12,9,+3,+0.47,+0.11,9.8,7.4,+2.5,+0.39,+0.16,Matches,da7b447d
2742,Iván Sánchez,es ESP,MFFW,Valladolid,es La Liga,30-167,1992,19,882,46,40.8,9.8,11,64,0,8,22,4,1.11,6,11,-5,-0.51,+0.26,8.6,11.7,-3.1,-0.32,+0.58,Matches,70107d4d
2743,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,25-360,1997,20,1656,83,76.7,18.4,20,83,14,0,,1,1.20,14,26,-12,-0.65,+0.06,16.2,29.3,-13.1,-0.71,-0.21,Matches,60359288
2744,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,22-197,2000,19,1124,59,52.0,12.5,11,90,10,8,17,5,1.26,10,10,0,0.00,+0.09,11.8,13.7,-1.9,-0.15,-0.34,Matches,ffacd3d5
2745,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,25-111,1997,22,1980,90,95.7,22.0,22,90,22,0,,1,1.59,39,29,+10,+0.45,-3.55,36.0,26.5,+9.5,+0.43,-2.75,Matches,6a713852
2746,Jadon Sancho,eng ENG,FWMF,Manchester Utd,eng Premier League,22-349,2000,13,851,65,37.8,9.5,11,70,1,2,39,4,1.85,14,12,+2,+0.21,-0.05,14.1,12.5,+1.5,+0.16,-0.28,Matches,dbf053da
2747,Alex Sandro,br BRA,DF,Juventus,it Serie A,32-042,1991,21,1455,69,64.7,16.2,17,82,13,4,15,2,2.10,31,14,+17,+1.05,+0.71,25.1,16.8,+8.2,+0.51,+0.34,Matches,0d82903c
2748,Leroy Sané,de GER,FWMF,Bayern Munich,de Bundesliga,27-057,1996,21,1309,62,63.2,14.5,13,80,6,8,34,0,2.05,36,13,+23,+1.58,-0.90,27.2,14.2,+12.9,+0.89,-0.82,Matches,2b114be3
2749,Sidi Sané,de GER,FW,Schalke 04,de Bundesliga,19-322,2003,1,25,25,1.2,0.3,0,,0,1,25,3,0.00,0,0,0,0.00,+1.06,0.0,0.6,-0.6,-2.21,-1.83,Matches,6a52a6c6
2750,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,28-203,1994,2,11,6,0.5,0.1,0,,0,2,6,11,3.00,0,1,-1,-8.18,-7.94,0.0,0.4,-0.4,-3.44,-3.16,Matches,6e7f1353
2751,Morgan Sanson,fr FRA,MF,Strasbourg,fr Ligue 1,28-203,1994,6,412,69,17.6,4.6,6,69,0,0,,0,1.17,6,8,-2,-0.44,+0.12,4.3,5.8,-1.5,-0.33,+0.34,Matches,6e7f1353
2752,Nicola Sansone,it ITA,FW,Bologna,it Serie A,31-180,1991,10,421,42,18.7,4.7,5,70,1,5,14,7,0.90,5,5,0,0.00,+0.15,6.1,5.0,+1.1,+0.23,+0.54,Matches,7eb97a8e
2753,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,28-000,1995,14,1127,81,48.2,12.5,13,83,11,1,45,0,1.43,18,14,+4,+0.32,-0.57,19.7,17.2,+2.4,+0.19,-0.23,Matches,5e22e2a4
2754,Jesús Santiago,es ESP,MF,Valencia,es La Liga,18-288,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,bc49fd34
2755,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,31-078,1991,20,801,40,35.6,8.9,8,63,0,12,25,4,1.30,12,13,-1,-0.11,-0.05,12.7,11.9,+0.8,+0.09,-0.28,Matches,3bb7af3b
2756,Pablo Sarabia,es ESP,FWMF,Wolves,eng Premier League,30-302,1992,7,470,67,20.1,5.2,6,71,2,1,45,0,1.43,5,5,0,0.00,+0.77,5.2,7.3,-2.1,-0.40,+0.09,Matches,9744ff80
2757,Pablo Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,30-302,1992,14,370,26,15.8,4.1,3,78,0,11,12,3,2.50,12,2,+10,+2.43,+1.02,11.2,3.6,+7.5,+1.83,+1.02,Matches,9744ff80
2758,Muhammed Saracevic Cham,at AUT,MF,Clermont Foot,fr Ligue 1,22-164,2000,26,1386,53,59.2,15.4,16,77,3,10,16,0,1.31,14,23,-9,-0.58,-0.68,17.2,25.9,-8.7,-0.56,-0.09,Matches,f527a32c
2759,Matija Šarkić,me MNE,GK,Wolves,eng Premier League,25-229,1997,0,,,,,0,,0,0,,20,,,,,,,,,,,,Matches,a89e7b29
2760,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,20-266,2002,8,173,22,8.4,1.9,1,61,0,7,16,10,2.25,9,2,+7,+3.64,+3.31,3.9,2.4,+1.4,+0.74,+0.21,Matches,ac0d576d
2761,Gianluca Saro,it ITA,GK,Cremonese,it Serie A,22-257,2000,0,,,,,0,,0,0,,25,,,,,,,,,,,,Matches,d8e7087b
2762,Amin Sarr,se SWE,FW,Lyon,fr Ligue 1,21-363,2001,6,265,44,11.3,2.9,2,73,0,4,30,0,1.83,5,4,+1,+0.34,-0.09,4.7,3.9,+0.8,+0.27,-0.10,Matches,d5326924
2763,Bouna Sarr,sn SEN,DFMF,Bayern Munich,de Bundesliga,31-037,1992,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches,1a4b9094
2764,Malang Sarr,fr FRA,DF,Monaco,fr Ligue 1,24-045,1999,12,626,52,26.8,7.0,7,77,5,5,17,11,2.08,10,13,-3,-0.43,-1.59,10.3,9.2,+1.1,+0.16,-0.32,Matches,4315f30d
2765,Mamadou Sarr,fr FRA,DF,Lyon,fr Ligue 1,17-192,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,61f80c89
